"source","target","weight"
3,1,1
483,1,1
536,1,1
496,3,1
922,3,1
1477,3,1
1495,3,1
1147,4,1
1233,4,1
634,5,1
1443,5,1
296,6,1
1155,6,1
251,7,1
979,7,1
1117,7,1
30,8,1
39,8,1
62,8,1
97,8,1
189,8,1
230,8,1
303,8,1
450,8,1
647,8,1
14,9,1
30,9,1
39,9,1
62,9,1
97,9,1
189,9,1
230,9,1
303,9,1
450,9,1
647,9,1
70,10,1
769,10,1
779,10,1
928,10,1
1361,10,1
621,11,1
1063,11,1
1100,11,1
1295,11,1
1444,11,1
210,12,1
457,12,1
8,13,1
9,13,1
14,13,1
40,13,1
155,13,1
524,13,1
586,13,1
620,13,1
1082,13,1
1397,13,1
1474,13,1
604,15,1
946,15,1
25,16,1
92,16,1
694,16,1
1110,16,1
1183,16,1
1289,16,1
1521,16,1
88,17,1
1367,17,1
74,18,1
110,18,1
171,18,1
231,18,1
426,19,1
752,19,1
918,19,1
1449,19,1
25,20,1
864,20,1
1006,20,1
17,21,1
233,21,1
506,21,1
527,21,1
995,21,1
25,22,1
644,22,1
25,23,1
151,23,1
929,23,1
1068,23,1
1155,23,1
1447,23,1
96,24,1
113,24,1
176,24,1
227,24,1
475,24,1
738,24,1
768,24,1
990,24,1
1394,24,1
258,25,1
575,26,1
634,26,1
989,26,1
994,26,1
87,27,1
119,27,1
1108,27,1
1176,27,1
1260,27,1
1374,27,1
306,28,1
315,28,1
629,28,1
959,28,1
960,28,1
1089,28,1
157,29,1
36,30,1
59,30,1
72,30,1
97,30,1
162,30,1
299,30,1
450,30,1
514,30,1
661,30,1
751,30,1
896,30,1
1049,30,1
1122,30,1
1249,30,1
1323,30,1
495,31,1
573,31,1
1010,32,1
409,33,1
441,33,1
451,33,1
674,33,1
979,33,1
1176,33,1
1181,33,1
1316,33,1
1533,33,1
295,34,1
326,34,1
499,34,1
1228,34,1
1416,35,1
1433,35,1
249,36,1
694,36,1
1128,36,1
1503,36,1
368,37,1
980,37,1
1315,37,1
55,38,1
473,38,1
199,39,1
616,39,1
1014,39,1
374,40,1
418,40,1
1123,40,1
1141,40,1
1361,40,1
184,41,1
244,41,1
801,41,1
1112,41,1
78,42,1
118,42,1
170,42,1
327,42,1
361,42,1
593,42,1
664,42,1
666,42,1
694,42,1
727,42,1
1029,42,1
1513,42,1
1534,42,1
818,43,1
825,43,1
981,43,1
994,43,1
1268,43,1
1506,43,1
652,44,1
1117,44,1
1406,44,1
50,45,1
992,45,1
1277,45,1
1299,45,1
1346,45,1
1468,45,1
480,46,1
756,46,1
1216,46,1
1388,46,1
316,47,1
419,47,1
623,47,1
1320,47,1
261,48,1
691,48,1
861,48,1
919,48,1
1201,48,1
1299,48,1
1509,48,1
47,49,1
404,49,1
731,49,1
1021,49,1
45,50,1
155,50,1
318,50,1
385,50,1
992,50,1
1083,50,1
1315,50,1
1468,50,1
257,51,1
455,51,1
625,51,1
763,51,1
1262,51,1
1349,51,1
1440,51,1
291,52,1
594,52,1
688,52,1
806,52,1
577,53,1
866,53,1
1466,53,1
145,54,1
226,54,1
449,54,1
589,54,1
718,54,1
1034,54,1
1053,54,1
1196,55,1
1342,55,1
1443,55,1
104,57,1
1267,58,1
1306,58,1
200,59,1
390,59,1
471,59,1
672,59,1
921,59,1
1372,59,1
1382,59,1
1471,59,1
1527,59,1
188,60,1
334,60,1
497,60,1
642,60,1
857,60,1
1289,60,1
1504,60,1
937,61,1
1119,61,1
1160,61,1
1184,61,1
1235,61,1
1398,61,1
587,62,1
804,62,1
1299,62,1
1379,62,1
1384,62,1
791,63,1
61,65,1
432,65,1
523,65,1
1160,65,1
36,67,1
61,67,1
69,67,1
218,67,1
845,67,1
60,68,1
289,68,1
850,68,1
1167,69,1
1364,69,1
1398,69,1
74,70,1
83,70,1
441,70,1
459,70,1
464,70,1
542,70,1
636,70,1
654,70,1
667,70,1
822,70,1
1110,70,1
222,71,1
366,71,1
755,71,1
1375,71,1
176,72,1
1411,72,1
218,73,1
1465,73,1
70,74,1
132,74,1
387,74,1
667,74,1
694,74,1
1008,74,1
335,75,1
601,75,1
644,75,1
881,75,1
529,76,1
1463,76,1
546,77,1
752,77,1
823,77,1
827,77,1
1286,77,1
253,78,1
74,79,1
1408,79,1
753,80,1
981,80,1
1055,80,1
1183,80,1
1304,80,1
1377,81,1
139,82,1
382,82,1
565,82,1
622,82,1
658,82,1
1329,82,1
1412,82,1
87,83,1
494,83,1
1247,83,1
1256,83,1
1317,83,1
1426,83,1
1459,83,1
200,84,1
696,84,1
758,84,1
1168,84,1
1195,84,1
1267,84,1
539,85,1
1205,85,1
1235,85,1
1251,85,1
1367,85,1
1401,85,1
245,86,1
607,86,1
704,86,1
711,86,1
883,86,1
1243,86,1
1474,86,1
166,87,1
789,87,1
991,87,1
1057,87,1
1174,87,1
17,88,1
1193,88,1
1336,88,1
44,89,1
306,89,1
1117,89,1
1265,89,1
1498,89,1
403,90,1
361,91,1
379,91,1
393,92,1
1110,92,1
210,93,1
1517,93,1
629,95,1
643,95,1
855,95,1
1305,95,1
1422,95,1
1443,95,1
227,96,1
313,96,1
752,96,1
768,96,1
990,96,1
1266,96,1
1411,96,1
8,97,1
9,97,1
30,97,1
72,97,1
74,97,1
201,97,1
262,97,1
297,97,1
299,97,1
303,97,1
317,97,1
514,97,1
526,97,1
548,97,1
660,97,1
680,97,1
751,97,1
896,97,1
951,97,1
1001,97,1
1123,97,1
1215,97,1
1328,97,1
1472,97,1
1536,97,1
5,98,1
142,99,1
359,99,1
726,100,1
740,100,1
853,100,1
944,100,1
1055,100,1
1137,100,1
1540,100,1
604,101,1
1237,101,1
1030,102,1
1031,103,1
1133,104,1
1529,104,1
99,105,1
209,105,1
358,105,1
1140,105,1
1345,105,1
1376,105,1
409,106,1
577,106,1
738,106,1
918,106,1
1183,106,1
619,107,1
815,107,1
1164,107,1
1402,107,1
186,108,1
464,108,1
509,108,1
533,108,1
575,108,1
676,108,1
868,108,1
1210,109,1
18,110,1
582,110,1
655,110,1
1475,110,1
188,111,1
223,111,1
426,111,1
870,111,1
1286,111,1
1512,111,1
31,112,1
150,112,1
258,112,1
771,112,1
1244,112,1
1331,112,1
186,113,1
216,113,1
227,113,1
313,113,1
383,113,1
475,113,1
568,113,1
620,113,1
677,113,1
768,113,1
838,113,1
1278,113,1
1394,113,1
1182,114,1
1230,114,1
1363,115,1
490,116,1
706,116,1
523,117,1
919,117,1
965,117,1
1403,117,1
80,118,1
203,118,1
215,118,1
220,118,1
593,118,1
814,118,1
894,118,1
923,118,1
1506,118,1
27,119,1
542,119,1
838,119,1
918,119,1
1337,119,1
1374,119,1
72,120,1
109,120,1
353,120,1
446,120,1
661,120,1
680,120,1
757,120,1
920,120,1
965,120,1
968,120,1
1366,120,1
1428,120,1
1480,120,1
1535,120,1
1536,120,1
805,121,1
950,121,1
617,122,1
1311,122,1
1526,122,1
1305,123,1
219,125,1
419,125,1
563,125,1
1200,125,1
1232,125,1
1263,125,1
1354,125,1
1452,125,1
920,126,1
605,127,1
18,128,1
66,128,1
110,128,1
224,128,1
672,128,1
1223,128,1
1457,128,1
247,129,1
1180,129,1
165,130,1
1384,130,1
158,131,1
803,131,1
805,131,1
950,131,1
1021,131,1
1100,131,1
477,132,1
505,132,1
762,132,1
1068,132,1
419,133,1
1028,133,1
1077,133,1
1421,133,1
284,134,1
363,135,1
1059,135,1
1549,135,1
1392,136,1
1402,136,1
393,137,1
440,138,1
797,138,1
1376,138,1
658,139,1
1329,139,1
115,140,1
442,140,1
557,141,1
563,141,1
144,142,1
262,142,1
61,143,1
66,143,1
631,143,1
1160,143,1
145,144,1
1415,144,1
144,145,1
229,145,1
423,145,1
594,145,1
478,146,1
741,146,1
749,146,1
803,146,1
1191,146,1
1313,146,1
1095,148,1
386,149,1
759,149,1
1100,149,1
1141,149,1
1465,149,1
31,150,1
112,150,1
207,150,1
258,150,1
293,150,1
502,150,1
573,150,1
723,150,1
738,150,1
1087,150,1
1541,150,1
20,151,1
297,151,1
672,151,1
780,151,1
864,151,1
29,152,1
157,152,1
220,152,1
416,152,1
424,152,1
533,152,1
538,152,1
892,152,1
903,152,1
1066,152,1
1075,152,1
1129,152,1
1214,152,1
1219,152,1
1417,152,1
331,153,1
458,153,1
565,153,1
604,153,1
1079,153,1
740,154,1
1186,154,1
1398,154,1
283,155,1
385,155,1
720,156,1
875,156,1
1006,156,1
1401,156,1
44,157,1
1219,157,1
343,158,1
561,158,1
1100,158,1
1396,158,1
80,159,1
185,159,1
404,159,1
840,159,1
613,160,1
618,160,1
905,160,1
1111,160,1
1448,160,1
825,161,1
164,162,1
450,162,1
835,162,1
921,162,1
975,162,1
1151,162,1
1223,162,1
1312,162,1
105,163,1
268,164,1
277,164,1
386,164,1
466,164,1
829,164,1
834,164,1
835,164,1
921,164,1
975,164,1
1151,164,1
1165,164,1
1246,164,1
130,165,1
366,165,1
510,165,1
1039,165,1
1367,165,1
1384,165,1
87,166,1
1057,166,1
1132,166,1
1356,166,1
441,168,1
635,168,1
667,168,1
695,168,1
1060,168,1
1108,168,1
197,169,1
210,169,1
255,169,1
730,169,1
98,170,1
350,170,1
376,170,1
629,170,1
747,170,1
1197,170,1
363,172,1
424,172,1
995,172,1
1134,172,1
1208,172,1
1071,173,1
265,174,1
309,174,1
459,174,1
558,174,1
631,174,1
842,174,1
1119,174,1
1464,174,1
864,175,1
72,176,1
113,176,1
186,176,1
308,176,1
661,176,1
677,176,1
723,176,1
768,176,1
937,176,1
951,176,1
956,176,1
988,176,1
990,176,1
1158,176,1
1202,176,1
489,177,1
1053,177,1
734,178,1
1126,178,1
1135,178,1
1413,179,1
1469,179,1
976,180,1
1283,180,1
86,181,1
199,181,1
250,181,1
263,181,1
277,181,1
418,181,1
461,181,1
16,182,1
226,182,1
358,182,1
412,182,1
683,182,1
743,182,1
872,182,1
918,182,1
1034,182,1
1133,182,1
1220,182,1
1337,182,1
1349,182,1
213,183,1
237,183,1
440,183,1
41,184,1
537,184,1
801,184,1
1013,184,1
1112,184,1
159,185,1
404,185,1
1220,185,1
96,186,1
108,186,1
113,186,1
313,186,1
509,186,1
663,186,1
768,186,1
785,186,1
951,186,1
1062,186,1
1085,186,1
1158,186,1
1214,186,1
1344,186,1
111,188,1
223,188,1
652,188,1
766,188,1
823,188,1
1265,188,1
1286,188,1
1512,188,1
298,189,1
446,189,1
450,189,1
560,189,1
600,189,1
686,189,1
920,189,1
130,190,1
386,190,1
524,190,1
640,190,1
996,190,1
997,190,1
1121,190,1
92,191,1
257,191,1
361,191,1
681,191,1
1110,191,1
573,192,1
578,192,1
630,192,1
1394,192,1
751,193,1
896,193,1
918,193,1
951,193,1
1049,193,1
1163,193,1
1316,193,1
1472,193,1
48,194,1
683,194,1
811,194,1
1270,194,1
1484,194,1
1509,194,1
1359,195,1
221,196,1
548,196,1
654,196,1
957,196,1
1122,196,1
1131,196,1
1176,196,1
1181,196,1
185,197,1
997,197,1
1142,197,1
317,198,1
896,198,1
1472,198,1
181,199,1
233,199,1
250,199,1
367,199,1
492,199,1
637,199,1
1261,199,1
357,200,1
763,200,1
58,201,1
205,201,1
297,201,1
299,201,1
607,201,1
1215,201,1
996,202,1
1508,202,1
28,203,1
170,203,1
320,203,1
664,203,1
901,203,1
1182,203,1
1302,203,1
1507,203,1
120,205,1
201,205,1
660,205,1
1049,205,1
1059,205,1
1163,205,1
1215,205,1
1127,206,1
1170,206,1
1252,206,1
1525,206,1
417,207,1
501,207,1
502,207,1
556,207,1
676,207,1
685,207,1
814,207,1
850,207,1
911,207,1
1202,207,1
1479,207,1
1541,207,1
589,209,1
12,210,1
320,210,1
404,210,1
658,210,1
1218,210,1
28,211,1
55,211,1
315,211,1
389,211,1
472,211,1
934,211,1
983,211,1
1210,211,1
1314,211,1
1404,211,1
1443,211,1
1469,211,1
1483,211,1
288,212,1
471,212,1
902,212,1
1262,212,1
73,213,1
253,213,1
528,213,1
1106,213,1
1367,213,1
102,214,1
204,214,1
306,214,1
389,214,1
519,214,1
520,214,1
807,214,1
986,214,1
1105,214,1
1138,214,1
1230,214,1
118,215,1
278,215,1
883,215,1
894,215,1
940,215,1
1391,215,1
207,216,1
1034,216,1
1278,216,1
1541,216,1
43,218,1
67,218,1
73,218,1
149,218,1
215,218,1
386,218,1
1277,218,1
1313,218,1
1474,218,1
167,219,1
574,219,1
687,219,1
780,219,1
818,219,1
1354,219,1
152,220,1
203,220,1
325,220,1
740,220,1
1417,220,1
196,221,1
760,221,1
1311,221,1
401,222,1
108,223,1
188,223,1
251,223,1
546,223,1
1124,223,1
1286,223,1
46,224,1
1457,224,1
13,225,1
401,225,1
524,225,1
600,225,1
718,225,1
763,225,1
1209,225,1
1212,225,1
1374,225,1
1496,225,1
497,226,1
683,226,1
743,226,1
1316,226,1
1514,226,1
113,227,1
304,227,1
308,227,1
383,227,1
677,227,1
80,228,1
1304,228,1
1532,228,1
265,229,1
593,229,1
8,230,1
303,230,1
524,230,1
1076,231,1
228,233,1
111,234,1
313,234,1
321,234,1
570,234,1
652,234,1
833,234,1
836,234,1
870,234,1
1076,234,1
1124,234,1
1154,234,1
245,235,1
788,235,1
929,235,1
438,236,1
693,236,1
968,236,1
1187,236,1
1253,236,1
1535,236,1
651,238,1
781,238,1
1153,238,1
1193,238,1
1478,238,1
666,239,1
712,239,1
1199,239,1
1495,239,1
915,242,1
1318,242,1
1336,242,1
1548,242,1
1549,242,1
184,244,1
1118,246,1
1195,246,1
1331,246,1
1449,246,1
129,247,1
309,248,1
572,248,1
36,249,1
272,249,1
62,250,1
86,250,1
181,250,1
186,250,1
199,250,1
225,250,1
263,250,1
277,250,1
317,250,1
401,250,1
418,250,1
567,250,1
637,250,1
661,250,1
951,250,1
1001,250,1
1042,250,1
1187,250,1
1261,250,1
1328,250,1
1383,250,1
1451,250,1
546,251,1
999,251,1
1389,251,1
549,252,1
1170,252,1
1161,253,1
521,254,1
847,254,1
949,254,1
1231,254,1
1248,254,1
1489,254,1
169,255,1
283,255,1
316,255,1
1055,255,1
1513,255,1
1346,256,1
191,257,1
316,257,1
455,257,1
846,257,1
25,258,1
112,258,1
702,258,1
771,258,1
1189,258,1
1200,258,1
1460,258,1
815,259,1
895,261,1
54,262,1
221,262,1
263,262,1
951,262,1
1053,262,1
1353,262,1
181,263,1
229,263,1
262,263,1
461,263,1
526,263,1
661,263,1
668,263,1
805,263,1
1162,263,1
1353,263,1
1383,263,1
1480,263,1
147,264,1
241,264,1
328,264,1
419,264,1
794,264,1
924,264,1
1283,264,1
1333,264,1
1476,264,1
125,265,1
174,265,1
1362,265,1
1371,265,1
1419,265,1
1464,265,1
1515,265,1
60,266,1
70,266,1
87,266,1
344,266,1
387,266,1
459,266,1
496,266,1
529,266,1
585,266,1
610,266,1
681,266,1
746,266,1
763,266,1
779,266,1
877,266,1
928,266,1
1007,266,1
1017,266,1
1074,266,1
1216,266,1
1237,266,1
1289,266,1
1356,266,1
1361,266,1
1510,266,1
1519,266,1
1550,266,1
505,267,1
1157,267,1
164,268,1
829,268,1
975,268,1
1165,268,1
1527,268,1
425,269,1
435,269,1
466,269,1
468,269,1
722,269,1
792,269,1
795,269,1
816,269,1
939,269,1
975,269,1
1177,269,1
1312,269,1
1418,269,1
1526,269,1
1527,269,1
78,270,1
169,270,1
316,270,1
404,270,1
442,270,1
730,270,1
910,270,1
1319,270,1
1349,270,1
1454,270,1
249,272,1
269,272,1
429,272,1
451,272,1
535,272,1
577,272,1
1298,272,1
1356,272,1
643,273,1
809,273,1
927,273,1
1182,273,1
1303,273,1
484,274,1
513,274,1
547,274,1
900,274,1
1359,274,1
277,275,1
377,275,1
967,275,1
1124,275,1
465,276,1
583,276,1
735,276,1
907,276,1
967,276,1
366,277,1
433,277,1
576,277,1
1014,277,1
220,278,1
235,278,1
530,278,1
759,278,1
1125,278,1
1171,278,1
1528,278,1
322,279,1
401,279,1
741,279,1
992,279,1
1296,279,1
1429,279,1
1465,279,1
1041,280,1
1071,280,1
105,281,1
433,281,1
435,281,1
466,281,1
745,281,1
1022,281,1
1418,281,1
1544,281,1
173,282,1
155,283,1
219,283,1
255,283,1
270,283,1
385,283,1
553,283,1
862,283,1
914,283,1
992,283,1
1354,283,1
1460,283,1
134,284,1
1311,284,1
325,285,1
503,285,1
566,285,1
747,285,1
1069,285,1
1250,286,1
361,287,1
657,287,1
212,288,1
446,288,1
610,288,1
1384,288,1
221,289,1
344,289,1
616,289,1
799,289,1
1501,289,1
1530,289,1
798,290,1
970,290,1
165,291,1
616,291,1
765,291,1
948,291,1
1047,291,1
1243,291,1
507,293,1
716,293,1
664,294,1
815,294,1
1454,294,1
34,295,1
481,295,1
712,295,1
878,295,1
1139,295,1
1378,295,1
696,296,1
963,296,1
151,297,1
166,297,1
201,297,1
233,297,1
299,297,1
771,297,1
1251,297,1
1323,297,1
319,298,1
1251,298,1
8,299,1
9,299,1
30,299,1
74,299,1
97,299,1
186,299,1
201,299,1
297,299,1
514,299,1
751,299,1
786,299,1
896,299,1
1049,299,1
1122,299,1
1323,299,1
1328,299,1
1480,299,1
1498,299,1
686,300,1
343,301,1
1140,301,1
324,302,1
1120,302,1
1392,302,1
8,303,1
9,303,1
230,303,1
512,303,1
535,303,1
625,303,1
1093,303,1
2,304,1
96,304,1
227,304,1
307,304,1
417,304,1
470,304,1
472,304,1
475,304,1
509,304,1
520,304,1
597,304,1
608,304,1
713,304,1
752,304,1
1059,304,1
1102,304,1
1146,304,1
1270,304,1
1394,304,1
1397,304,1
1419,304,1
1457,304,1
652,305,1
653,305,1
684,305,1
1254,305,1
1278,305,1
28,306,1
214,306,1
629,306,1
986,306,1
1099,306,1
1105,306,1
1138,306,1
1230,306,1
1406,306,1
1214,307,1
1512,307,1
176,308,1
383,308,1
501,308,1
568,308,1
677,308,1
1085,308,1
1266,308,1
1394,308,1
15,309,1
157,309,1
248,309,1
324,309,1
592,309,1
983,309,1
1102,309,1
1112,309,1
1120,309,1
1219,309,1
1398,309,1
146,310,1
231,310,1
488,310,1
1052,310,1
1096,310,1
1175,310,1
1296,310,1
1520,310,1
15,313,1
96,313,1
108,313,1
113,313,1
186,313,1
227,313,1
338,313,1
768,313,1
800,313,1
838,313,1
946,313,1
951,313,1
1085,313,1
1173,313,1
1344,313,1
1273,314,1
1332,314,1
1545,314,1
28,315,1
472,315,1
545,315,1
871,315,1
983,315,1
1406,315,1
1426,315,1
846,316,1
1196,316,1
718,317,1
1472,317,1
854,318,1
1029,318,1
298,319,1
806,319,1
849,319,1
1047,319,1
1065,319,1
102,320,1
389,320,1
790,320,1
359,321,1
866,321,1
907,321,1
946,321,1
967,321,1
1124,321,1
1258,321,1
279,322,1
363,322,1
699,322,1
821,322,1
902,322,1
302,324,1
309,324,1
840,324,1
959,324,1
1120,324,1
1248,324,1
220,325,1
1359,325,1
34,326,1
529,326,1
860,326,1
928,326,1
953,326,1
1237,326,1
1481,326,1
118,327,1
442,327,1
593,327,1
666,327,1
679,327,1
971,327,1
1534,327,1
972,328,1
976,328,1
1333,328,1
1425,328,1
318,329,1
641,329,1
773,329,1
817,329,1
818,329,1
900,329,1
1319,329,1
1470,329,1
332,331,1
458,331,1
565,331,1
640,331,1
647,331,1
810,331,1
976,331,1
153,332,1
331,332,1
458,332,1
565,332,1
620,332,1
640,332,1
810,332,1
883,332,1
1023,332,1
1125,332,1
1160,332,1
1273,332,1
1391,332,1
1528,332,1
204,333,1
592,333,1
1099,333,1
1422,333,1
569,334,1
577,334,1
762,334,1
48,335,1
75,335,1
83,335,1
405,335,1
484,335,1
601,335,1
798,335,1
821,335,1
881,335,1
971,335,1
533,336,1
1286,336,1
631,337,1
655,337,1
822,337,1
1,338,1
533,338,1
652,338,1
1140,338,1
853,340,1
1137,340,1
1445,340,1
982,341,1
1051,342,1
158,343,1
302,343,1
31,344,1
495,344,1
496,344,1
692,344,1
822,344,1
1289,344,1
1377,344,1
1443,344,1
1510,344,1
121,345,1
343,345,1
950,345,1
443,346,1
923,346,1
1286,346,1
841,348,1
1104,348,1
1486,348,1
133,349,1
142,349,1
228,349,1
1137,349,1
1532,349,1
675,350,1
492,351,1
1083,351,1
1294,351,1
1367,351,1
599,352,1
915,352,1
81,353,1
310,353,1
488,353,1
680,353,1
773,353,1
1000,353,1
1092,353,1
1096,353,1
1165,353,1
1175,353,1
1366,353,1
1428,353,1
1450,353,1
1474,353,1
1520,353,1
1545,353,1
17,354,1
424,354,1
881,354,1
712,355,1
1392,355,1
1402,355,1
303,356,1
512,356,1
535,356,1
693,356,1
746,356,1
200,357,1
243,357,1
392,357,1
566,357,1
814,357,1
932,357,1
1114,357,1
1171,357,1
1173,357,1
1319,357,1
1333,357,1
1378,357,1
1546,357,1
1140,358,1
1247,358,1
1316,358,1
1345,358,1
545,359,1
1018,359,1
1091,359,1
243,360,1
392,360,1
447,360,1
566,360,1
574,360,1
814,360,1
818,360,1
982,360,1
1114,360,1
1171,360,1
1173,360,1
1319,360,1
1378,360,1
1460,360,1
1546,360,1
657,361,1
974,361,1
1233,361,1
23,362,1
929,362,1
940,362,1
1068,362,1
1173,362,1
135,363,1
506,363,1
1525,363,1
1548,363,1
406,364,1
649,364,1
915,365,1
1184,365,1
71,366,1
165,366,1
390,366,1
621,366,1
845,367,1
37,368,1
318,368,1
385,368,1
847,368,1
1315,368,1
452,369,1
533,369,1
653,369,1
721,369,1
828,369,1
924,369,1
1258,369,1
384,371,1
1172,371,1
1439,371,1
1492,371,1
1204,373,1
491,374,1
638,374,1
1100,374,1
1101,374,1
566,375,1
95,376,1
170,376,1
503,376,1
629,376,1
1210,376,1
1326,376,1
1422,376,1
164,377,1
277,377,1
431,377,1
490,377,1
588,377,1
706,377,1
1143,377,1
1148,377,1
1165,377,1
144,378,1
302,378,1
824,378,1
1170,378,1
1417,378,1
1538,378,1
91,379,1
685,380,1
956,380,1
1018,380,1
67,382,1
82,382,1
210,382,1
331,382,1
565,382,1
658,382,1
1088,382,1
1409,382,1
106,383,1
113,383,1
227,383,1
308,383,1
501,383,1
556,383,1
568,383,1
578,383,1
666,383,1
677,383,1
768,383,1
1202,383,1
1266,383,1
1410,383,1
318,384,1
368,384,1
727,384,1
854,384,1
1172,384,1
1468,384,1
50,385,1
155,385,1
368,385,1
393,385,1
1315,385,1
149,386,1
190,386,1
218,386,1
572,386,1
922,386,1
1096,386,1
1141,386,1
76,387,1
616,387,1
705,387,1
806,387,1
409,388,1
446,388,1
608,388,1
878,388,1
1102,388,1
1379,388,1
210,389,1
214,389,1
316,389,1
320,389,1
551,389,1
71,390,1
503,390,1
575,390,1
755,390,1
71,391,1
621,391,1
878,391,1
243,392,1
530,392,1
825,392,1
932,392,1
1114,392,1
1378,392,1
1546,392,1
406,393,1
704,393,1
1059,393,1
1325,393,1
359,394,1
1324,394,1
1505,394,1
1469,395,1
290,396,1
798,396,1
1005,396,1
1098,396,1
862,397,1
1000,397,1
1070,397,1
1191,397,1
1488,397,1
1524,397,1
1083,398,1
1124,400,1
1375,400,1
1418,400,1
690,402,1
1136,402,1
1423,402,1
1463,402,1
1264,403,1
159,404,1
185,404,1
270,404,1
1256,404,1
456,405,1
393,406,1
815,407,1
1201,407,1
195,408,1
1134,408,1
410,409,1
464,409,1
737,409,1
878,409,1
221,410,1
409,410,1
1131,410,1
1176,410,1
1270,410,1
265,411,1
563,411,1
631,411,1
743,411,1
848,411,1
1362,411,1
1464,411,1
454,412,1
1387,412,1
1526,412,1
531,413,1
669,413,1
1155,413,1
1174,413,1
705,414,1
830,414,1
883,414,1
1298,414,1
1374,414,1
589,416,1
721,416,1
991,416,1
1214,416,1
1539,416,1
112,417,1
475,417,1
485,417,1
573,417,1
738,417,1
827,417,1
970,417,1
971,417,1
